OpenGWAS.Trait	Tool.Mapping..1	Identifier	Score	Tool.Mapping..2	Identifier.1	Score.1	Tool.Mapping..3	Identifier.2	Score.2	mapper1	mapper2
Operation code: bone surgery/joint surgery	ophthalmic procedure	http://www.ebi.ac.uk/efo/EFO_0010722	0.626200608	total joint arthroplasty	http://www.ebi.ac.uk/efo/EFO_0010722	0.626200608	surgery on leg artery	http://www.ebi.ac.uk/efo/EFO_0010722	0.626200608	Zak Thornton	Marina Vabistsevits
Operation code: caesarean section / caesarian section	cesarean section	http://www.ebi.ac.uk/efo/EFO_0009636	0.877777957	dissection	http://www.ebi.ac.uk/efo/EFO_0009636	0.877777957	infection	http://www.ebi.ac.uk/efo/EFO_0009636	0.877777957	Ryan Langdon	Maria Sobczyk-Barad
Operation code: elbow surgery	Elbow flexion contracture	http://purl.obolibrary.org/obo/HP_0002987	0.493176274	olecranon bursitis	http://purl.obolibrary.org/obo/HP_0002987	0.493176274	Congenital elbow dislocation	http://purl.obolibrary.org/obo/HP_0002987	0.493176274	Samuel Neaves	Rebecca Carnegie
Operation code: ovarian cyst removal/surgery	Ovarian cyst	http://purl.obolibrary.org/obo/HP_0000138	0.65048199	simple cystadenoma	http://purl.obolibrary.org/obo/HP_0000138	0.65048199	ovarian teratoma	http://purl.obolibrary.org/obo/HP_0000138	0.65048199	Zak Thornton	Marina Vabistsevits
Operation code: tonsillectomy / tonsil surgery	tonsillectomy	http://www.ebi.ac.uk/efo/EFO_0010174	0.781956132	tonsil neoplasm	http://www.ebi.ac.uk/efo/EFO_0010174	0.781956132	tonsillectomy risk measurement	http://www.ebi.ac.uk/efo/EFO_0010174	0.781956132	Benjamin Woolf	Giulio Centorame
Operative procedures - main OPCS: M47.3 Removal of urethral catheter from bladder	carcinoma of urethra	http://purl.obolibrary.org/obo/MONDO_0021327	0.369090666	urethral neoplasm	http://purl.obolibrary.org/obo/MONDO_0021327	0.369090666	urethra cancer	http://purl.obolibrary.org/obo/MONDO_0021327	0.369090666	Ryan Langdon	Maria Sobczyk-Barad
Operative procedures - secondary OPCS: Y44.2 Monitoring of pressure in organ NOC	medical procedure	http://www.ebi.ac.uk/efo/EFO_0002571	0.374495121	ophthalmic procedure	http://www.ebi.ac.uk/efo/EFO_0002571	0.374495121	decubitus ulcer	http://www.ebi.ac.uk/efo/EFO_0002571	0.374495121	Ryan Langdon	Maria Sobczyk-Barad
Operative procedures - secondary OPCS: Z28.5 Descending colon	Ascending Colon Neuroendocrine Tumor G1	http://www.ebi.ac.uk/efo/EFO_1000094	0.341829276	medical procedure	http://www.ebi.ac.uk/efo/EFO_1000094	0.341829276	secondary neoplasm	http://www.ebi.ac.uk/efo/EFO_1000094	0.341829276	Zak Thornton	Marina Vabistsevits
Operative procedures - secondary OPCS: Z49.4 Skin of back	medical procedure	http://www.ebi.ac.uk/efo/EFO_0002571	0.360541307	secondary neoplasm	http://www.ebi.ac.uk/efo/EFO_0002571	0.360541307	Secondary microcephaly	http://www.ebi.ac.uk/efo/EFO_0002571	0.360541307	Benjamin Woolf	Giulio Centorame
Operative procedures - secondary OPCS: Z94.3 Left sided operation	ophthalmic procedure	http://www.ebi.ac.uk/efo/EFO_0010722	0.440538833	operator variation	http://www.ebi.ac.uk/efo/EFO_0010722	0.440538833	response to surgery	http://www.ebi.ac.uk/efo/EFO_0010722	0.440538833	Benjamin Woolf	Giulio Centorame
Other and unspecified types of non-Hodgkin lymphoma	Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	0.733642885	non-Hodgkins lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	0.733642885	Splenic Hodgkin Lymphoma	http://www.ebi.ac.uk/efo/EFO_0000183	0.733642885	Samuel Neaves	Rebecca Carnegie
Other diseases of anus and rectum	rectal disease	http://www.ebi.ac.uk/efo/EFO_0009685	0.714568923	anus disease	http://www.ebi.ac.uk/efo/EFO_0009685	0.714568923	digestive system disease	http://www.ebi.ac.uk/efo/EFO_0009685	0.714568923	Ryan Langdon	Maria Sobczyk-Barad
Overall health rating	mental health	http://www.ebi.ac.uk/efo/EFO_0003935	0.532571481	healthspan	http://www.ebi.ac.uk/efo/EFO_0003935	0.532571481	self rated health	http://www.ebi.ac.uk/efo/EFO_0003935	0.532571481	Samuel Neaves	Rebecca Carnegie
Oxysterols receptor LXR-beta	progesterone receptor status	http://www.ebi.ac.uk/efo/EFO_0005513	0.298684871	leptin receptor measurement	http://www.ebi.ac.uk/efo/EFO_0005513	0.298684871	interleukin 6 receptor subunit beta measurement	http://www.ebi.ac.uk/efo/EFO_0005513	0.298684871	Zak Thornton	Marina Vabistsevits
P duration	duration	http://www.ebi.ac.uk/efo/EFO_0000433	0.825542619	P wave duration	http://www.ebi.ac.uk/efo/EFO_0000433	0.825542619	QRS duration	http://www.ebi.ac.uk/efo/EFO_0000433	0.825542619	Samuel Neaves	Rebecca Carnegie
PAFAH beta subunit	Fanconi anemia complementation group A	http://www.ebi.ac.uk/efo/EFO_0009044	0.4762735	interleukin 6 receptor subunit beta measurement	http://www.ebi.ac.uk/efo/EFO_0009044	0.4762735	Tyrosinemia type 1	http://www.ebi.ac.uk/efo/EFO_0009044	0.4762735	Samuel Neaves	Rebecca Carnegie
Pain in thoracic spine	Chest pain	http://purl.obolibrary.org/obo/HP_0100749	0.837762189	thoracic disease	http://purl.obolibrary.org/obo/HP_0100749	0.837762189	neoplasm of thorax	http://purl.obolibrary.org/obo/HP_0100749	0.837762189	everyone	NA
Paroxysmal tachycardia	paroxysmal tachycardia	http://www.ebi.ac.uk/efo/EFO_0009493	0.993658969	Paroxysmal ventricular tachycardia	http://www.ebi.ac.uk/efo/EFO_0009493	0.993658969	Catecholaminergic polymorphic ventricular tachycardia	http://www.ebi.ac.uk/efo/EFO_0009493	0.993658969	Zak Thornton	Marina Vabistsevits
PCT where patients GP was registered: BRISTOL NORTH PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.481835945	platelet crit	http://www.orpha.net/ORDO/Orphanet_101330	0.481835945	Cutaneous T-cell lymphoma	http://www.orpha.net/ORDO/Orphanet_101330	0.481835945	Ryan Langdon	Maria Sobczyk-Barad
PCT where patients GP was registered: CENTRAL MANCHESTER PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.476571493	platelet crit	http://www.orpha.net/ORDO/Orphanet_101330	0.476571493	Torg-Winchester syndrome	http://www.orpha.net/ORDO/Orphanet_101330	0.476571493	Benjamin Woolf	Giulio Centorame
PCT where patients GP was registered: NOTTINGHAMSHIRE COUNTY TEACHING PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.389743593	platelet crit	http://www.orpha.net/ORDO/Orphanet_101330	0.389743593	washing	http://www.orpha.net/ORDO/Orphanet_101330	0.389743593	Samuel Neaves	Rebecca Carnegie
PCT where patients GP was registered: STAFFORDSHIRE MOORLANDS PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.399734974	platelet crit	http://www.orpha.net/ORDO/Orphanet_101330	0.399734974	Cutaneous T-cell lymphoma	http://www.orpha.net/ORDO/Orphanet_101330	0.399734974	Benjamin Woolf	Giulio Centorame
PCT where patients GP was registered: WESTMINSTER PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.475829454	platelet crit	http://www.orpha.net/ORDO/Orphanet_101330	0.475829454	Cutaneous T-cell lymphoma	http://www.orpha.net/ORDO/Orphanet_101330	0.475829454	Benjamin Woolf	Giulio Centorame
Peptidoglycan recognition protein 1	cognition	http://www.ebi.ac.uk/efo/EFO_0003925	0.536032142	cognitive disorder	http://www.ebi.ac.uk/efo/EFO_0003925	0.536032142	facial emotion recognition measurement	http://www.ebi.ac.uk/efo/EFO_0003925	0.536032142	Zak Thornton	Marina Vabistsevits
Peroxisomal membrane protein PEX14	Peroxisomal disease	http://www.orpha.net/ORDO/Orphanet_68373	0.52973159	Autosomal recessive ataxia due to PEX10 deficiency	http://www.orpha.net/ORDO/Orphanet_68373	0.52973159	beta-ketothiolase deficiency	http://www.orpha.net/ORDO/Orphanet_68373	0.52973159	Zak Thornton	Marina Vabistsevits
PF-4	pemphigus foliaceus	http://www.ebi.ac.uk/efo/EFO_0008601	0.919365172	Progressive familial intrahepatic cholestasis	http://www.ebi.ac.uk/efo/EFO_0008601	0.919365172	Primary failure of tooth eruption	http://www.ebi.ac.uk/efo/EFO_0008601	0.919365172	Samuel Neaves	Rebecca Carnegie
Phenylalanine	Phenylketonuria	http://www.orpha.net/ORDO/Orphanet_716	0.904415491	phenylalanine measurement	http://www.orpha.net/ORDO/Orphanet_716	0.904415491	Hyperphenylalaninemia	http://www.orpha.net/ORDO/Orphanet_716	0.904415491	Ryan Langdon	Maria Sobczyk-Barad
Phenylalanylphenylalanine	Phenylketonuria	http://www.orpha.net/ORDO/Orphanet_716	0.839269732	phenylalanine measurement	http://www.orpha.net/ORDO/Orphanet_716	0.839269732	Hyperphenylalaninemia	http://www.orpha.net/ORDO/Orphanet_716	0.839269732	Benjamin Woolf	Giulio Centorame
Phospholipids in IDL	phospholipid measurement	http://www.ebi.ac.uk/efo/EFO_0004639	0.665054595	antiphospholipid syndrome	http://www.ebi.ac.uk/efo/EFO_0004639	0.665054595	Disorder of phospholipids, sphingolipids and fatty acids biosynthesis	http://www.ebi.ac.uk/efo/EFO_0004639	0.665054595	Samuel Neaves	Rebecca Carnegie
Phospholipids to total lipids ratio in IDL	Disorder of phospholipids, sphingolipids and fatty acids biosynthesis	http://www.orpha.net/ORDO/Orphanet_352301	0.596509197	phospholipid measurement	http://www.orpha.net/ORDO/Orphanet_352301	0.596509197	Disorder of phospholipids, sphingolipids and fatty acids biosynthesis with skeletal muscle predominant involvement	http://www.orpha.net/ORDO/Orphanet_352301	0.596509197	Samuel Neaves	Rebecca Carnegie
placental growth factor	placenta growth factor measurement	http://www.ebi.ac.uk/efo/EFO_0010626	0.818747944	epidermal growth factor	http://www.ebi.ac.uk/efo/EFO_0010626	0.818747944	hepatocyte growth factor	http://www.ebi.ac.uk/efo/EFO_0010626	0.818747944	Samuel Neaves	Rebecca Carnegie
Plasma protease C1 inhibitor	plasma protease C1 inhibitor measurement	http://www.ebi.ac.uk/efo/EFO_0008261	0.896539704	response to protease inhibitor	http://www.ebi.ac.uk/efo/EFO_0008261	0.896539704	Congenital alpha2 antiplasmin deficiency	http://www.ebi.ac.uk/efo/EFO_0008261	0.896539704	Ryan Langdon	Maria Sobczyk-Barad
PLK-1	Infantile neuroaxonal dystrophy	http://www.orpha.net/ORDO/Orphanet_35069	0.237301663	PLA2G6-associated neurodegeneration	http://www.orpha.net/ORDO/Orphanet_35069	0.237301663	Galactokinase deficiency	http://www.orpha.net/ORDO/Orphanet_35069	0.237301663	Ryan Langdon	Maria Sobczyk-Barad
Poly [ADP-ribose] polymerase 11	Polymerase proofreading-related adenomatous polyposis	http://purl.obolibrary.org/obo/MONDO_0018653	0.497671422	polyp	http://purl.obolibrary.org/obo/MONDO_0018653	0.497671422	Polymenorrhea	http://purl.obolibrary.org/obo/MONDO_0018653	0.497671422	Samuel Neaves	Rebecca Carnegie
Poly(U)-binding-splicing factor PUF60	core binding factor acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_1002001	0.3356965	sign or symptom	http://www.ebi.ac.uk/efo/EFO_1002001	0.3356965	MBD-seq	http://www.ebi.ac.uk/efo/EFO_1002001	0.3356965	Zak Thornton	Marina Vabistsevits
PR domain zinc finger protein 4	Zinc deficiency	http://www.ebi.ac.uk/efo/EFO_1000003	0.400678115	CUB domain containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_1000003	0.400678115	OCIA domain-containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_1000003	0.400678115	Samuel Neaves	Rebecca Carnegie
Prefoldin subunit 5	interleukin 5 receptor subunit alpha measurement	http://www.ebi.ac.uk/efo/EFO_0008186	0.342933386	Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency	http://www.ebi.ac.uk/efo/EFO_0008186	0.342933386	Factor XIII subunit A deficiency	http://www.ebi.ac.uk/efo/EFO_0008186	0.342933386	Ryan Langdon	Maria Sobczyk-Barad
Pro-neuregulin-2, membrane-bound isoform	disease of membrane bound organelle	http://purl.obolibrary.org/obo/MONDO_0044969	0.460102486	membrane-bound aminopeptidase P measurement	http://purl.obolibrary.org/obo/MONDO_0044969	0.460102486	newborn respiratory distress syndrome	http://purl.obolibrary.org/obo/MONDO_0044969	0.460102486	Ryan Langdon	Maria Sobczyk-Barad
Proenkephalin-A	microcephaly (disease)	http://purl.obolibrary.org/obo/MONDO_0001149	0.401855702	megalencephaly (disease)	http://purl.obolibrary.org/obo/MONDO_0001149	0.401855702	Menkes disease	http://purl.obolibrary.org/obo/MONDO_0001149	0.401855702	Zak Thornton	Marina Vabistsevits
Protein kish-A	diffuse idiopathic skeletal hyperostosis	http://www.ebi.ac.uk/efo/EFO_0007236	0.500587058	Proteinuria	http://www.ebi.ac.uk/efo/EFO_0007236	0.500587058	prion disease	http://www.ebi.ac.uk/efo/EFO_0007236	0.500587058	Benjamin Woolf	Giulio Centorame
Protein NOV homolog	neurogenic locus notch homolog protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0008246	0.495531937	Proteinuria	http://www.ebi.ac.uk/efo/EFO_0008246	0.495531937	prion disease	http://www.ebi.ac.uk/efo/EFO_0008246	0.495531937	Benjamin Woolf	Giulio Centorame
Pseudouridine	Pseudopseudohypoparathyroidism	http://www.orpha.net/ORDO/Orphanet_79445	0.600430674	pseudolymphoma	http://www.orpha.net/ORDO/Orphanet_79445	0.600430674	Pseudo-seq	http://www.orpha.net/ORDO/Orphanet_79445	0.600430674	Zak Thornton	Marina Vabistsevits
Psoriasis (vulgaris), strict definition	psoriasis	http://www.ebi.ac.uk/efo/EFO_0000676	0.659091343	psoriatic arthritis	http://www.ebi.ac.uk/efo/EFO_0000676	0.659091343	parapsoriasis	http://www.ebi.ac.uk/efo/EFO_0000676	0.659091343	Ryan Langdon	Maria Sobczyk-Barad
Pulmonary heart disease	cor pulmonale	http://purl.obolibrary.org/obo/MONDO_0004596	0.995787059	lung disease	http://purl.obolibrary.org/obo/MONDO_0004596	0.995787059	chronic pulmonary heart disease	http://purl.obolibrary.org/obo/MONDO_0004596	0.995787059	Zak Thornton	Marina Vabistsevits
Pulse rate (during blood-pressure measurement)	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326	0.989095343	pulse pressure measurement	http://www.ebi.ac.uk/efo/EFO_0004326	0.989095343	impulse control disorder	http://www.ebi.ac.uk/efo/EFO_0004326	0.989095343	Benjamin Woolf	Giulio Centorame
Pyridoxal kinase	pyridoxate measurement	http://www.ebi.ac.uk/efo/EFO_0010527	0.570144768	Pyridoxal phosphate-responsive seizures	http://www.ebi.ac.uk/efo/EFO_0010527	0.570144768	Disorder of pyridoxine metabolism	http://www.ebi.ac.uk/efo/EFO_0010527	0.570144768	Benjamin Woolf	Giulio Centorame
Qualifications: Other professional qualifications eg: nursing  teaching	disease characteristic	http://www.ebi.ac.uk/efo/EFO_0009813	0.477601564	general tumor grading characteristic	http://www.ebi.ac.uk/efo/EFO_0009813	0.477601564	calcification	http://www.ebi.ac.uk/efo/EFO_0009813	0.477601564	Samuel Neaves	Rebecca Carnegie
R19 Other symptoms and signs involving the digestive system and abdomen	sign or symptom	http://www.ebi.ac.uk/efo/EFO_0003765	0.531663288	digestive system disease	http://www.ebi.ac.uk/efo/EFO_0003765	0.531663288	digestive system neuroendocrine neoplasm	http://www.ebi.ac.uk/efo/EFO_0003765	0.531663288	Benjamin Woolf	Giulio Centorame
Ras-related protein Rab-35	Agouti-related protein measurement	http://www.ebi.ac.uk/efo/EFO_0008016	0.335430485	rasopathy	http://www.ebi.ac.uk/efo/EFO_0008016	0.335430485	Proteinuria	http://www.ebi.ac.uk/efo/EFO_0008016	0.335430485	Zak Thornton	Marina Vabistsevits
Recent feelings of inadequacy	Anemia of inadequate production	http://purl.obolibrary.org/obo/HP_0010972	0.391626275	feeling tense measurement	http://purl.obolibrary.org/obo/HP_0010972	0.391626275	feeling nervous measurement	http://purl.obolibrary.org/obo/HP_0010972	0.391626275	Zak Thornton	Marina Vabistsevits
Rho guanine nucleotide exchange factor 2	nucleotide measurement	http://www.ebi.ac.uk/efo/EFO_0010513	0.466113865	nucleotide sequence size	http://www.ebi.ac.uk/efo/EFO_0010513	0.466113865	platelet-type bleeding disorder 18	http://www.ebi.ac.uk/efo/EFO_0010513	0.466113865	Benjamin Woolf	Giulio Centorame
Rho-related GTP-binding protein RhoG	protein binding measurement	http://www.ebi.ac.uk/efo/EFO_0010742	0.396768608	protein array	http://www.ebi.ac.uk/efo/EFO_0010742	0.396768608	sex hormone-binding globulin	http://www.ebi.ac.uk/efo/EFO_0010742	0.396768608	Samuel Neaves	Rebecca Carnegie
RNA-binding protein 39	protein binding measurement	http://www.ebi.ac.uk/efo/EFO_0010742	0.591825431	protein array	http://www.ebi.ac.uk/efo/EFO_0010742	0.591825431	sex hormone-binding globulin	http://www.ebi.ac.uk/efo/EFO_0010742	0.591825431	Zak Thornton	Marina Vabistsevits
RPS6KA3	RPL	http://www.ebi.ac.uk/efo/EFO_0008899	0.257771494	retinitis pigmentosa and erythrocytic microcytosis	http://www.ebi.ac.uk/efo/EFO_0008899	0.257771494	Trichorhinophalangeal syndrome	http://www.ebi.ac.uk/efo/EFO_0008899	0.257771494	Ryan Langdon	Maria Sobczyk-Barad
Sacroiliitis, not elsewhere classified	Sacroiliac arthritis	http://purl.obolibrary.org/obo/HP_0012317	0.683233606	immune system disease	http://purl.obolibrary.org/obo/HP_0012317	0.683233606	respiratory system disease	http://purl.obolibrary.org/obo/HP_0012317	0.683233606	Benjamin Woolf	Giulio Centorame
Sausage intake	drug dependence	http://www.ebi.ac.uk/efo/EFO_0003890	0.406923436	energy intake	http://www.ebi.ac.uk/efo/EFO_0003890	0.406923436	fat intake measurement	http://www.ebi.ac.uk/efo/EFO_0003890	0.406923436	Zak Thornton	Marina Vabistsevits
Secretory phospholipase A2 receptor	Secretory Meningioma	http://www.ebi.ac.uk/efo/EFO_1000522	0.418399067	otitis media with effusion	http://www.ebi.ac.uk/efo/EFO_1000522	0.418399067	Infantile neuroaxonal dystrophy	http://www.ebi.ac.uk/efo/EFO_1000522	0.418399067	Zak Thornton	Marina Vabistsevits
Seeds intake	seed structure	http://www.ebi.ac.uk/efo/EFO_0000991	0.602101505	epistaxis	http://www.ebi.ac.uk/efo/EFO_0000991	0.602101505	Ehlers-Danlos syndrome	http://www.ebi.ac.uk/efo/EFO_0000991	0.602101505	Zak Thornton	Marina Vabistsevits
Serine palmitoyltransferase 2	Carnitine palmitoyltransferase II deficiency	http://www.orpha.net/ORDO/Orphanet_157	0.760529833	Carnitine palmitoyl transferase 1A deficiency	http://www.orpha.net/ORDO/Orphanet_157	0.760529833	Carnitine palmitoyl transferase II deficiency, neonatal form	http://www.orpha.net/ORDO/Orphanet_157	0.760529833	Benjamin Woolf	Giulio Centorame
Sex hormone binding globulin (SHBG)	sex hormone-binding globulin	http://www.ebi.ac.uk/efo/EFO_0003941	0.993062097	sex hormone-binding globulin measurement	http://www.ebi.ac.uk/efo/EFO_0003941	0.993062097	sex hormone measurement	http://www.ebi.ac.uk/efo/EFO_0003941	0.993062097	Benjamin Woolf	Giulio Centorame
Sexual interference by partner or ex-partner without consent as an adult	adult	http://www.ebi.ac.uk/efo/EFO_0001272	0.30429884	Partial androgen insensitivity syndrome	http://www.ebi.ac.uk/efo/EFO_0001272	0.30429884	sexual and gender identity disorders	http://www.ebi.ac.uk/efo/EFO_0001272	0.30429884	Benjamin Woolf	Giulio Centorame
Sialic acid-binding Ig-like lectin 11	sialic acid-binding Ig-like lectin 6 measurement	http://www.ebi.ac.uk/efo/EFO_0008285	0.601849066	sialic acid-binding Ig-like lectin 9 measurement	http://www.ebi.ac.uk/efo/EFO_0008285	0.601849066	sialic acid-binding Ig-like lectin 14 measurement	http://www.ebi.ac.uk/efo/EFO_0008285	0.601849066	Benjamin Woolf	Giulio Centorame
Sleep apnoea, including avohilmo	Apnea	http://purl.obolibrary.org/obo/HP_0002104	0.508375795	sleep apnea	http://purl.obolibrary.org/obo/HP_0002104	0.508375795	sleep apnea measurement during REM sleep	http://purl.obolibrary.org/obo/HP_0002104	0.508375795	Samuel Neaves	Rebecca Carnegie
Sodium channel subunit beta-2	channelopathy	http://purl.obolibrary.org/obo/MONDO_0021016	0.426413051	Sodium channelopathy-related small fiber neuropathy	http://purl.obolibrary.org/obo/MONDO_0021016	0.426413051	sodium measurement	http://purl.obolibrary.org/obo/MONDO_0021016	0.426413051	Zak Thornton	Marina Vabistsevits
Sorting nexin 4	fluorescence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108	0.514485601	magnetic affinity cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108	0.514485601	annexin A1 measurement	http://www.ebi.ac.uk/efo/EFO_0009108	0.514485601	Ryan Langdon	Maria Sobczyk-Barad
SPARC	PARC syndrome	http://www.orpha.net/ORDO/Orphanet_2825	0.582138013	Spectrin-associated autosomal recessive cerebellar ataxia	http://www.orpha.net/ORDO/Orphanet_2825	0.582138013	SPARE	http://www.orpha.net/ORDO/Orphanet_2825	0.582138013	Zak Thornton	Marina Vabistsevits
Speech-reception-threshold (SRT) estimate (left)	speech perception	http://www.ebi.ac.uk/efo/EFO_0004336	0.529506065	speech disorder	http://www.ebi.ac.uk/efo/EFO_0004336	0.529506065	Neurological speech impairment	http://www.ebi.ac.uk/efo/EFO_0004336	0.529506065	Benjamin Woolf	Giulio Centorame
Stearate (18:0)	steatosis	http://www.ebi.ac.uk/efo/EFO_0008527	0.446418071	Hepatic steatosis	http://www.ebi.ac.uk/efo/EFO_0008527	0.446418071	steatitis	http://www.ebi.ac.uk/efo/EFO_0008527	0.446418071	Benjamin Woolf	Giulio Centorame
Substance use, excluding alcohol	substance abuse	http://purl.obolibrary.org/obo/MONDO_0002491	0.476111417	alcohol abuse	http://purl.obolibrary.org/obo/MONDO_0002491	0.476111417	alcohol dependence	http://purl.obolibrary.org/obo/MONDO_0002491	0.476111417	Benjamin Woolf	Giulio Centorame
Sweet biscuits intake	sweet syndrome	http://purl.obolibrary.org/obo/MONDO_0011959	0.486536347	sweet liking measurement	http://purl.obolibrary.org/obo/MONDO_0011959	0.486536347	energy intake	http://purl.obolibrary.org/obo/MONDO_0011959	0.486536347	Samuel Neaves	Rebecca Carnegie
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	melanoma associated retinopathy	http://purl.obolibrary.org/obo/MONDO_0023868	0.371999843	Syndrome associated with dilated cardiomyopathy	http://purl.obolibrary.org/obo/MONDO_0023868	0.371999843	syndromic respiratory or mediastinal malformation	http://purl.obolibrary.org/obo/MONDO_0023868	0.371999843	Samuel Neaves	Rebecca Carnegie
Symbol digit completion status	SC	http://www.ebi.ac.uk/efo/EFO_0007029	0.325660664	status epilepticus	http://www.ebi.ac.uk/efo/EFO_0007029	0.325660664	Abnormal digit morphology	http://www.ebi.ac.uk/efo/EFO_0007029	0.325660664	Samuel Neaves	Rebecca Carnegie
Symptoms and signs involving the circulatory and respiratory systems	sign or symptom	http://www.ebi.ac.uk/efo/EFO_0003765	0.553480685	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0003765	0.553480685	respiratory system disease	http://www.ebi.ac.uk/efo/EFO_0003765	0.553480685	Ryan Langdon	Maria Sobczyk-Barad
Syntaxin-1A	autoimmune type 1 diabetes	http://www.ebi.ac.uk/efo/EFO_0009756	0.458127336	Zygodactyly type 1	http://www.ebi.ac.uk/efo/EFO_0009756	0.458127336	cerebellar ataxia	http://www.ebi.ac.uk/efo/EFO_0009756	0.458127336	Benjamin Woolf	Giulio Centorame
Tea consumed	tea consumption measurement	http://www.ebi.ac.uk/efo/EFO_0010091	0.565900295	Epiphora	http://www.ebi.ac.uk/efo/EFO_0010091	0.565900295	coffee consumption	http://www.ebi.ac.uk/efo/EFO_0010091	0.565900295	Ryan Langdon	Maria Sobczyk-Barad
Thick vs thin eyebrows	Sparse and thin eyebrow	http://purl.obolibrary.org/obo/HP_0000535	0.670030844	Thickened skin	http://purl.obolibrary.org/obo/HP_0000535	0.670030844	Pseudoprogeria syndrome	http://purl.obolibrary.org/obo/HP_0000535	0.670030844	Ryan Langdon	Maria Sobczyk-Barad
Total lipids in lipoprotein particles	lipoprotein	http://www.ebi.ac.uk/efo/EFO_0003836	0.644068118	lipid or lipoprotein measurement	http://www.ebi.ac.uk/efo/EFO_0003836	0.644068118	Lipoid proteinosis	http://www.ebi.ac.uk/efo/EFO_0003836	0.644068118	Samuel Neaves	Rebecca Carnegie
Transferrin	transferrin measurement	http://www.ebi.ac.uk/efo/EFO_0006341	0.803385539	Congenital atransferrinemia	http://www.ebi.ac.uk/efo/EFO_0006341	0.803385539	transferrin saturation measurement	http://www.ebi.ac.uk/efo/EFO_0006341	0.803385539	Samuel Neaves	Rebecca Carnegie
Treatment/medication code: cetirizine	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.454371753	clinical treatment protocol	http://www.ebi.ac.uk/efo/EFO_0000727	0.454371753	clinical treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.454371753	Benjamin Woolf	Giulio Centorame
Treatment/medication code: gliclazide	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.431510785	clinical treatment protocol	http://www.ebi.ac.uk/efo/EFO_0000727	0.431510785	clinical treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.431510785	Ryan Langdon	Maria Sobczyk-Barad
Treatment/medication code: propranolol	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.464371959	treatment protocol	http://www.ebi.ac.uk/efo/EFO_0000727	0.464371959	clinical treatment protocol	http://www.ebi.ac.uk/efo/EFO_0000727	0.464371959	Benjamin Woolf	Giulio Centorame
Treatment/medication code: ranitidine	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.507584785	clinical treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.507584785	clinical treatment protocol	http://www.ebi.ac.uk/efo/EFO_0000727	0.507584785	Zak Thornton	Marina Vabistsevits
Trefoil factor 2	trefoil factor 3 measurement	http://www.ebi.ac.uk/efo/EFO_0008304	0.822538749	Combined deficiency of factor V and factor VIII	http://www.ebi.ac.uk/efo/EFO_0008304	0.822538749	Furuncle	http://www.ebi.ac.uk/efo/EFO_0008304	0.822538749	Samuel Neaves	Rebecca Carnegie
Triglycerides in VLDL	low density lipoprotein triglyceride measurement	http://www.ebi.ac.uk/efo/EFO_0009946	0.677845804	triglyceride measurement	http://www.ebi.ac.uk/efo/EFO_0009946	0.677845804	Hypertriglyceridemia	http://www.ebi.ac.uk/efo/EFO_0009946	0.677845804	Ryan Langdon	Maria Sobczyk-Barad
Triglycerides to total lipids ratio in large VLDL	Neutral lipid storage disease	http://www.orpha.net/ORDO/Orphanet_165	0.479272457	Hyperlipidemia due to hepatic triglyceride lipase deficiency	http://www.orpha.net/ORDO/Orphanet_165	0.479272457	low density lipoprotein triglyceride measurement	http://www.orpha.net/ORDO/Orphanet_165	0.479272457	Samuel Neaves	Rebecca Carnegie
Trypsin	trypsinogen deficiency	http://purl.obolibrary.org/obo/MONDO_0013543	0.691993675	trypsin-2 measurement	http://purl.obolibrary.org/obo/MONDO_0013543	0.691993675	Alpha-1-antitrypsin deficiency	http://purl.obolibrary.org/obo/MONDO_0013543	0.691993675	Benjamin Woolf	Giulio Centorame
