OpenGWAS.Trait	Tool.Mapping..1	Identifier1	Score1	Tool.Mapping..2	Identifier2	Score2	Tool.Mapping..3	Identifier3	Score3	mapper1	mapper2	exact mapping	broad mapping	narrow mapping	incorrect	Exact	non-EFO	comments
Other disorders of synovium, tendon, and bursa	synovial bursa disease	http://purl.obolibrary.org/obo/MONDO_0056802	0.719894833	synovium disease	http://purl.obolibrary.org/obo/MONDO_0056799	0.691714087	Tendinopathy	http://www.ebi.ac.uk/efo/EFO_1001434	0.567823872	Samuel Neaves	Rebecca Carnegie							
Other eye problems	Feeding difficulties	http://purl.obolibrary.org/obo/HP_0011968	0.53552958	Behavioral abnormality	http://purl.obolibrary.org/obo/HP_0000708	0.484901962	eye neoplasm	http://www.ebi.ac.uk/efo/EFO_0003824	0.457871665	Ryan Langdon	Maria Sobczyk-Barad							
Other noninflammatory disorders of cervix uteri	Cervicitis	http://purl.obolibrary.org/obo/HP_0030160	0.67088885	inflammatory disease	http://www.ebi.ac.uk/efo/EFO_0009903	0.663172451	cervix disease	http://purl.obolibrary.org/obo/MONDO_0002256	0.639534758	Ryan Langdon	Maria Sobczyk-Barad							
Other or ill-defined heart diseases	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	0.837331781	heart disease	http://www.ebi.ac.uk/efo/EFO_0003777	0.642300807	disease	http://www.ebi.ac.uk/efo/EFO_0000408	0.505022319	Ryan Langdon	Maria Sobczyk-Barad							
Other psoriatic arthropathies	psoriatic arthritis	http://www.ebi.ac.uk/efo/EFO_0003778	0.735764746	psoriasis	http://www.ebi.ac.uk/efo/EFO_0000676	0.634144403	neurogenic arthropathy	http://www.ebi.ac.uk/efo/EFO_1001378	0.540143979	Benjamin Woolf	Giulio Centorame							
Other sleepdisorders	Sleep Disorder	http://www.ebi.ac.uk/efo/EFO_0008568	0.680495198	sleep-wake disorder	http://purl.obolibrary.org/obo/MONDO_0003406	0.487748191	disease	http://www.ebi.ac.uk/efo/EFO_0000408	0.481400234	Benjamin Woolf	Giulio Centorame							
Other strabismus	Strabismus	http://purl.obolibrary.org/obo/HP_0000486	0.908570424	Essential strabismus	http://www.orpha.net/ORDO/Orphanet_98682	0.729529427	paralytic strabismus	http://www.ebi.ac.uk/efo/EFO_0009678	0.723666663	Zak Thornton	Marina Vabistsevits							
Other/unspecified enthesopathies, not elsewhere classified	cardiomyopathy	http://www.ebi.ac.uk/efo/EFO_0000318	0.652135365	respiratory system disease	http://www.ebi.ac.uk/efo/EFO_0000684	0.631514199	immune system disease	http://www.ebi.ac.uk/efo/EFO_0000540	0.588539628	Ryan Langdon	Maria Sobczyk-Barad							
P wave duration	P wave duration	http://www.ebi.ac.uk/efo/EFO_0005094	0.990862397	duration	http://www.ebi.ac.uk/efo/EFO_0000433	0.62194583	E/A ratio	http://www.ebi.ac.uk/efo/EFO_0009291	0.548918142	Samuel Neaves	Rebecca Carnegie							
Pain type(s) experienced in last month: Facial pain	facial pain	http://www.ebi.ac.uk/efo/EFO_0009625	0.632114903	pain	http://www.ebi.ac.uk/efo/EFO_0003843	0.544763927	Mastodynia	http://www.ebi.ac.uk/efo/EFO_1001366	0.439120721	Zak Thornton	Marina Vabistsevits							
PCT responsible for patient data: SHEFFIELD PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.501957545	platelet crit	http://www.ebi.ac.uk/efo/EFO_0007985	0.501957545	Autosomal dominant chondrodysplasia punctata	http://www.orpha.net/ORDO/Orphanet_79344	0.4306941	Ryan Langdon	Maria Sobczyk-Barad							
PCT responsible for patient data: SUNDERLAND TEACHING PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.479309785	platelet crit	http://www.ebi.ac.uk/efo/EFO_0007985	0.479309785	Cutaneous T-cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0002913	0.257091123	Zak Thornton	Marina Vabistsevits							
PCT where patients GP was registered: BUCKINGHAMSHIRE PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.422907517	platelet crit	http://www.ebi.ac.uk/efo/EFO_0007985	0.422907517	Cutaneous T-cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0002913	0.226838199	Benjamin Woolf	Giulio Centorame							
PCT where patients GP was registered: DARLINGTON PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.486373737	platelet crit	http://www.ebi.ac.uk/efo/EFO_0007985	0.486373737	histoplasmosis	http://www.ebi.ac.uk/efo/EFO_0007310	0.318430506	Ryan Langdon	Maria Sobczyk-Barad							
PCT where patients GP was registered: KINGSTON PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.505832858	platelet crit	http://www.ebi.ac.uk/efo/EFO_0007985	0.505832858	Cutaneous T-cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0002913	0.27131751	Samuel Neaves	Rebecca Carnegie							
PCT where patients GP was registered: NORTH HAMPSHIRE PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.458889867	platelet crit	http://www.ebi.ac.uk/efo/EFO_0007985	0.458889867	Cutaneous T-cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0002913	0.246138333	Ryan Langdon	Maria Sobczyk-Barad							
PCT where patients GP was registered: SOUTH EAST OXFORDSHIRE PCT	Porphyria cutanea tarda	http://www.orpha.net/ORDO/Orphanet_101330	0.423605347	platelet crit	http://www.ebi.ac.uk/efo/EFO_0007985	0.423605347	denture stomatitis	http://www.ebi.ac.uk/efo/EFO_1000893	0.235474826	Ryan Langdon	Maria Sobczyk-Barad							
Persons encountering health services for other counselling and medical advice, not elsewhere classified	encounter with health service	http://www.ebi.ac.uk/efo/EFO_0009786	0.582452495	encounter with health service related to reproduction	http://www.ebi.ac.uk/efo/EFO_0009787	0.467935712	respiratory system disease	http://www.ebi.ac.uk/efo/EFO_0000684	0.453971903	Ryan Langdon	Maria Sobczyk-Barad							
Phenylalanine	Phenylketonuria	http://www.orpha.net/ORDO/Orphanet_716	0.904415491	phenylalanine measurement	http://www.ebi.ac.uk/efo/EFO_0005001	0.844946984	Hyperphenylalaninemia	http://www.orpha.net/ORDO/Orphanet_238583	0.78103879	Samuel Neaves	Rebecca Carnegie							
Phosphate	phosphate measurement	http://www.ebi.ac.uk/efo/EFO_0010968	0.748039211	3-phosphoserine phosphatase deficiency	http://www.orpha.net/ORDO/Orphanet_79350	0.714920483	Oculocerebrorenal syndrome	http://www.orpha.net/ORDO/Orphanet_534	0.676305403	Ryan Langdon	Maria Sobczyk-Barad							
Phospholipids in small LDL	phospholipid measurement	http://www.ebi.ac.uk/efo/EFO_0004639	0.597656853	antiphospholipid syndrome	http://www.ebi.ac.uk/efo/EFO_0002689	0.553467501	Disorder of phospholipids, sphingolipids and fatty acids biosynthesis	http://www.orpha.net/ORDO/Orphanet_352301	0.535909946	Zak Thornton	Marina Vabistsevits							
Phospholipids in very large HDL	phospholipid measurement	http://www.ebi.ac.uk/efo/EFO_0004639	0.554806333	antiphospholipid syndrome	http://www.ebi.ac.uk/efo/EFO_0002689	0.513785248	Disorder of phospholipids, sphingolipids and fatty acids biosynthesis	http://www.orpha.net/ORDO/Orphanet_352301	0.497486526	Ryan Langdon	Maria Sobczyk-Barad							
Phospholipids to total lipids ratio in large VLDL	Disorder of phospholipids, sphingolipids and fatty acids biosynthesis	http://www.orpha.net/ORDO/Orphanet_352301	0.564903393	phospholipid measurement	http://www.ebi.ac.uk/efo/EFO_0004639	0.517409038	Disorder of phospholipids, sphingolipids and fatty acids biosynthesis with skeletal muscle predominant involvement	http://www.orpha.net/ORDO/Orphanet_352312	0.490194485	Benjamin Woolf	Giulio Centorame							
Physical activity	physical activity	http://www.ebi.ac.uk/efo/EFO_0003940	0.995737159	physical activity measurement	http://www.ebi.ac.uk/efo/EFO_0008002	0.826520006	congenital abnormality	http://purl.obolibrary.org/obo/MONDO_0000839	0.61492666	Ryan Langdon	Maria Sobczyk-Barad							
Plasma protease C1 inhibitor	plasma protease C1 inhibitor measurement	http://www.ebi.ac.uk/efo/EFO_0008261	0.896539704	response to protease inhibitor	http://www.ebi.ac.uk/efo/EFO_0005657	0.661105044	Congenital alpha2 antiplasmin deficiency	http://www.orpha.net/ORDO/Orphanet_79	0.586626963	Ryan Langdon	Maria Sobczyk-Barad							
Platelet-activating factor acetylhydrolase IB subunit beta	Platelet-activating factor acetylhydrolase deficiency	http://purl.obolibrary.org/obo/HP_0040175	0.722764026	factor VII activating protease measurement	http://www.ebi.ac.uk/efo/EFO_0009368	0.342258894	platelet crit	http://www.ebi.ac.uk/efo/EFO_0007985	0.335027919	Ryan Langdon	Maria Sobczyk-Barad							
Platelet-derived growth factor C	platelet-derived growth factor BB measurement	http://www.ebi.ac.uk/efo/EFO_0008264	0.683467057	platelet-derived growth factor receptor beta measurement	http://www.ebi.ac.uk/efo/EFO_0008265	0.669646172	epidermal growth factor	http://www.ebi.ac.uk/efo/EFO_0003298	0.541295373	Samuel Neaves	Rebecca Carnegie							
Platelet-derived growth factor subunit A	platelet-derived growth factor BB measurement	http://www.ebi.ac.uk/efo/EFO_0008264	0.608481159	platelet-derived growth factor receptor beta measurement	http://www.ebi.ac.uk/efo/EFO_0008265	0.596176618	myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1	http://purl.obolibrary.org/obo/MONDO_0000881	0.484393358	Benjamin Woolf	Giulio Centorame							
Pneumonia due to other infectious organisms, not elsewhere classified	pneumonia	http://www.ebi.ac.uk/efo/EFO_0003106	0.68341242	idiopathic interstitial pneumonia	http://purl.obolibrary.org/obo/MONDO_0002429	0.533623228	respiratory system disease	http://www.ebi.ac.uk/efo/EFO_0000684	0.502505221	Benjamin Woolf	Giulio Centorame							
Polyarteritis nodosa and related conditions	Polyarteritis Nodosa	http://www.ebi.ac.uk/efo/EFO_0009012	0.822643035	mucocutaneous lymph node syndrome	http://www.ebi.ac.uk/efo/EFO_0004246	0.704582384	polyarticular arthritis	http://purl.obolibrary.org/obo/MONDO_0024280	0.519830131	everyone	NA							
Polycystic ovarian syndrome	polycystic ovary syndrome	http://www.ebi.ac.uk/efo/EFO_0000660	0.981126626	Ovarian cyst	http://purl.obolibrary.org/obo/HP_0000138	0.554841737	simple cystadenoma	http://www.ebi.ac.uk/efo/EFO_0002511	0.554841737	Samuel Neaves	Rebecca Carnegie							
Portal vein thrombosis	Portal vein thrombosis	http://purl.obolibrary.org/obo/HP_0030242	0.983217626	thrombotic disease	http://purl.obolibrary.org/obo/MONDO_0000831	0.724652828	hepatic vein thrombosis	http://www.ebi.ac.uk/efo/EFO_1000966	0.71849059	Zak Thornton	Marina Vabistsevits							
Probable ATP-dependent RNA helicase DDX58	substance dependence	http://purl.obolibrary.org/obo/MONDO_0004938	0.343969149	heroin dependence	http://www.ebi.ac.uk/efo/EFO_0004240	0.305907737	drug dependence	http://www.ebi.ac.uk/efo/EFO_0003890	0.298509747	Zak Thornton	Marina Vabistsevits							
Problems related to other psychosocial circumstances	encounter with health service related to socioeconomic and psychosocial circumstances	http://www.ebi.ac.uk/efo/EFO_0009788	0.619388891	mental retardation	http://www.ebi.ac.uk/efo/EFO_0003847	0.424096081	psychosocial stress measurement	http://www.ebi.ac.uk/efo/EFO_0006783	0.402930116	Zak Thornton	Marina Vabistsevits							
Prostate and testis expressed protein 4	proteome	http://www.ebi.ac.uk/efo/EFO_0010579	0.664761057	prostatitis	http://www.ebi.ac.uk/efo/EFO_0003830	0.471557226	prostate disease	http://www.ebi.ac.uk/efo/EFO_0009602	0.451795435	Benjamin Woolf	Giulio Centorame							
Protein S100-A12	protein S100-A12 measurement	http://www.ebi.ac.uk/efo/EFO_0010925	0.649690194	vaspin measurement	http://www.ebi.ac.uk/efo/EFO_0004915	0.41744089	Spinocerebellar ataxia type 12	http://www.orpha.net/ORDO/Orphanet_98762	0.374302211	Ryan Langdon	Maria Sobczyk-Barad							
Protein transport protein Sec61 subunit gamma	Cystinosis	http://www.orpha.net/ORDO/Orphanet_213	0.53966139	Proteinuria	http://purl.obolibrary.org/obo/HP_0000093	0.42940483	prion disease	http://www.ebi.ac.uk/efo/EFO_0004720	0.413369758	Benjamin Woolf	Giulio Centorame							
PSA1	SJSA1	http://www.ebi.ac.uk/efo/EFO_0002330	0.44238237	prostate specific antigen measurement	http://www.ebi.ac.uk/efo/EFO_0004624	0.407202519	Phosphoserine aminotransferase deficiency	http://www.orpha.net/ORDO/Orphanet_284417	0.387018168	Samuel Neaves	Rebecca Carnegie							
Qualifications	disease characteristic	http://www.ebi.ac.uk/efo/EFO_0009813	0.619513925	general tumor grading characteristic	http://purl.obolibrary.org/obo/MONDO_0024489	0.472368265	calcinosis	http://purl.obolibrary.org/obo/MONDO_0002123	0.389471784	Ryan Langdon	Maria Sobczyk-Barad							
R50 Fever of unknown origin	fever of unknown origin	http://www.ebi.ac.uk/efo/EFO_0003952	0.876787093	glial tumor of neuroepithelial tissue with unknown origin	http://purl.obolibrary.org/obo/MONDO_0016704	0.523226743	Unknown leukodystrophy	http://www.orpha.net/ORDO/Orphanet_84096	0.469030514	everyone	NA							
Rap1 GTPase-activating protein 1	factor VII activating protease measurement	http://www.ebi.ac.uk/efo/EFO_0009368	0.385600733	HAP-1	http://www.ebi.ac.uk/efo/EFO_0007598	0.350632426	proteinase-activated receptor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010926	0.323891291	Ryan Langdon	Maria Sobczyk-Barad							
Ratio of omega-3 fatty acids to total fatty acids	fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0005110	0.561438908	omega-3 polyunsaturated fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0010119	0.545196072	trans fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0006821	0.501660322	Benjamin Woolf	Giulio Centorame							
Red cell distribution width	Red cell distribution width	http://www.ebi.ac.uk/efo/EFO_0009188	0.99269589	red blood cell distribution width	http://www.ebi.ac.uk/efo/EFO_0005192	0.883606869	platelet component distribution width	http://www.ebi.ac.uk/efo/EFO_0007984	0.777746342	Zak Thornton	Marina Vabistsevits							
Rheumatic fever incl heart disease	rheumatic heart disease	http://www.ebi.ac.uk/efo/EFO_1001161	0.786957884	rheumatic fever	http://www.ebi.ac.uk/efo/EFO_1001160	0.710754324	rheumatic disease	http://www.ebi.ac.uk/efo/EFO_0005755	0.684315376	Samuel Neaves	Rebecca Carnegie							
Rotator cuff syndrome	rotator cuff tear	http://www.ebi.ac.uk/efo/EFO_1001250	0.950344127	syndromic disease	http://purl.obolibrary.org/obo/MONDO_0002254	0.62420556	Rotor syndrome	http://www.orpha.net/ORDO/Orphanet_3111	0.620918414	Benjamin Woolf	Giulio Centorame							
Salted nuts intake	nut allergic reaction	http://www.ebi.ac.uk/efo/EFO_1001066	0.42040797	energy intake	http://www.ebi.ac.uk/efo/EFO_0003939	0.350831354	abnormal sample	http://www.ebi.ac.uk/efo/EFO_0009655	0.348315968	Zak Thornton	Marina Vabistsevits							
Scavenger receptor class A member 5	scavenger receptor class F member 1 measurement	http://www.ebi.ac.uk/efo/EFO_0008276	0.831204686	macrophage scavenger receptor types I and II measurement	http://www.ebi.ac.uk/efo/EFO_0008222	0.53076852	tumor necrosis factor, receptor superfamily, member 5 measurement	http://www.ebi.ac.uk/efo/EFO_0010607	0.371027163	Samuel Neaves	Rebecca Carnegie							
Serine protease inhibitor Kazal-type 5	response to protease inhibitor	http://www.ebi.ac.uk/efo/EFO_0005657	0.564784695	plasma protease C1 inhibitor measurement	http://www.ebi.ac.uk/efo/EFO_0008261	0.506681503	Kunitz-type protease inhibitor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0008199	0.473817542	Ryan Langdon	Maria Sobczyk-Barad							
Serum total cholesterol	Hypercholesterolemia	http://purl.obolibrary.org/obo/HP_0003124	0.710433271	total cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004574	0.664241548	total cholesterol change measurement	http://www.ebi.ac.uk/efo/EFO_0007806	0.608492884	Benjamin Woolf	Giulio Centorame							
Sialic acid-binding Ig-like lectin 7	sialic acid-binding Ig-like lectin 6 measurement	http://www.ebi.ac.uk/efo/EFO_0008285	0.610785008	sialic acid-binding Ig-like lectin 9 measurement	http://www.ebi.ac.uk/efo/EFO_0008286	0.609745236	sialic acid-binding Ig-like lectin 14 measurement	http://www.ebi.ac.uk/efo/EFO_0008284	0.597196751	Samuel Neaves	Rebecca Carnegie							
Single-pass membrane and coiled-coil domain-containing protein 2	CUB domain containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010776	0.449730405	OCIA domain-containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0008252	0.412981063	thioredoxin domain-containing protein 12 measurement	http://www.ebi.ac.uk/efo/EFO_0008298	0.365201562	Ryan Langdon	Maria Sobczyk-Barad							
Sitting height	sitting height ratio	http://www.ebi.ac.uk/efo/EFO_0007118	0.881193718	sitting height measurement	http://www.ebi.ac.uk/efo/EFO_0011011	0.844145092	body height	http://www.ebi.ac.uk/efo/EFO_0004339	0.698196464	Samuel Neaves	Rebecca Carnegie							
Sleep apnoea, including avohilmo	Apnea	http://purl.obolibrary.org/obo/HP_0002104	0.508375795	sleep apnea	http://www.ebi.ac.uk/efo/EFO_0003877	0.490165451	sleep apnea measurement during REM sleep	http://www.ebi.ac.uk/efo/EFO_0008455	0.445546879	Benjamin Woolf	Giulio Centorame							
Smoked cigarette or pipe within last hour	nicotine dependence	http://www.ebi.ac.uk/efo/EFO_0003768	0.559131017	mouth pipette	http://www.ebi.ac.uk/efo/EFO_0010182	0.378156428	time to first cigarette measurement	http://www.ebi.ac.uk/efo/EFO_0010126	0.364084676	Samuel Neaves	Rebecca Carnegie							
Solute carrier family 41 member 2	carrier status	http://www.ebi.ac.uk/efo/EFO_0007658	0.417361417	SLAM family member 7 measurement	http://www.ebi.ac.uk/efo/EFO_0008287	0.414959313	TBC1 domain family member 24	http://www.ebi.ac.uk/efo/EFO_0009915	0.349886456	Samuel Neaves	Rebecca Carnegie							
Spinal osteochondrosis	Spinal Osteochondrosis	http://www.ebi.ac.uk/efo/EFO_0008576	0.989576723	Osteochondrosis	http://purl.obolibrary.org/obo/HP_0040188	0.869027267	Familial Scheuermann disease	http://www.orpha.net/ORDO/Orphanet_3135	0.86322689	Zak Thornton	Marina Vabistsevits							
spondin 1	spondin-1 measurement	http://www.ebi.ac.uk/efo/EFO_0008290	0.532721978	spondyloarthropathy	http://www.ebi.ac.uk/efo/EFO_0000706	0.462328918	spondylitis	http://purl.obolibrary.org/obo/MONDO_0003937	0.442693811	Samuel Neaves	Rebecca Carnegie							
Spread type: Other type of spread/margarine	chronic widespread pain	http://www.ebi.ac.uk/efo/EFO_0010099	0.36755124	Zlotogora-Ogur syndrome	http://www.orpha.net/ORDO/Orphanet_3253	0.357374446	cell type	http://www.ebi.ac.uk/efo/EFO_0000324	0.346746166	Samuel Neaves	Rebecca Carnegie							
Squash intake	Pyoderma gangrenosum-acne-suppurative hidradenitis syndrome	http://www.ebi.ac.uk/efo/EFO_0009009	0.403132951	non-alcoholic steatohepatitis	http://www.ebi.ac.uk/efo/EFO_1001249	0.378548616	fish consumption measurement	http://www.ebi.ac.uk/efo/EFO_0010139	0.378456862	Zak Thornton	Marina Vabistsevits							
SSC-A on CD14+ monocyte	systemic scleroderma	http://www.ebi.ac.uk/efo/EFO_0000717	0.569205113	monocyte count	http://www.ebi.ac.uk/efo/EFO_0005091	0.464220283	monocyte percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007989	0.403050488	Samuel Neaves	Rebecca Carnegie							
Status epilepticus	status epilepticus	http://www.ebi.ac.uk/efo/EFO_0008526	0.99198002	epilepsy	http://www.ebi.ac.uk/efo/EFO_0000474	0.679713625	Epilepsy syndrome	http://www.orpha.net/ORDO/Orphanet_166463	0.581219239	Benjamin Woolf	Giulio Centorame							
Stomatitis and related lesions	stomatitis	http://www.ebi.ac.uk/efo/EFO_0009688	0.670960126	oral mucositis	http://www.ebi.ac.uk/efo/EFO_1001904	0.670960126	atopic eczema	http://www.ebi.ac.uk/efo/EFO_0000274	0.523497756	Benjamin Woolf	Giulio Centorame							
Substances taken for depression: Drugs or alcohol (more than once)	depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002050	0.450598497	unipolar depression	http://www.ebi.ac.uk/efo/EFO_0003761	0.450598497	alcohol dependence	http://www.ebi.ac.uk/efo/EFO_0003829	0.407989244	Ryan Langdon	Maria Sobczyk-Barad							
Sulfhydryl oxidase 1	Isolated sulfite oxidase deficiency	http://www.orpha.net/ORDO/Orphanet_99731	0.461348759	Sulfite oxidase deficiency due to molybdenum cofactor deficiency	http://www.orpha.net/ORDO/Orphanet_99732	0.45540987	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A	http://www.orpha.net/ORDO/Orphanet_308386	0.448881972	Zak Thornton	Marina Vabistsevits							
SUN domain-containing protein 5	CUB domain containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010776	0.65165564	OCIA domain-containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0008252	0.619578698	thioredoxin domain-containing protein 12 measurement	http://www.ebi.ac.uk/efo/EFO_0008298	0.549082229	Benjamin Woolf	Giulio Centorame							
Suprabasin	Suprabasal epidermolysis bullosa simplex	http://www.orpha.net/ORDO/Orphanet_158661	0.484613164	central nervous system cyst	http://www.ebi.ac.uk/efo/EFO_0003760	0.37893018	supratentorial cancer	http://purl.obolibrary.org/obo/MONDO_0002071	0.361863827	Samuel Neaves	Rebecca Carnegie							
Surgery/amputation of toe or leg	amputation	http://www.ebi.ac.uk/efo/EFO_0009632	0.610052213	surgery on leg artery	http://www.ebi.ac.uk/efo/EFO_0009729	0.534025935	Terminal transverse defects of arm	http://www.orpha.net/ORDO/Orphanet_93937	0.437438231	Samuel Neaves	Rebecca Carnegie							
Sweet potato intake	sweet syndrome	http://purl.obolibrary.org/obo/MONDO_0011959	0.572385867	sweet liking measurement	http://www.ebi.ac.uk/efo/EFO_0010156	0.422108281	dietary potassium intake measurement	http://www.ebi.ac.uk/efo/EFO_0008470	0.383423429	Benjamin Woolf	Giulio Centorame							
T:%Vd1	brain small vessel disease 1 with or without ocular anomalies	http://purl.obolibrary.org/obo/MONDO_0008289	0.457196459	sexually transmitted disease	http://purl.obolibrary.org/obo/MONDO_0021681	0.397635885	arrhythmogenic right ventricular dysplasia, familial, 14	http://purl.obolibrary.org/obo/MONDO_0030062	0.298642083	Zak Thornton	Marina Vabistsevits							
Target heart rate achieved	achievement of target heart rate, self-reported	http://www.ebi.ac.uk/efo/EFO_0009823	0.649300017	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326	0.529957871	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	0.415451085	everyone	NA							
TBK1	TMK1	http://www.ebi.ac.uk/efo/EFO_0002867	0.218597555	ChaGoK1	http://www.ebi.ac.uk/efo/EFO_0002155	0.208623852			NA	Ryan Langdon	Maria Sobczyk-Barad							
Teneurin-4	schwannoma	http://www.ebi.ac.uk/efo/EFO_0000693	0.534069006	Neurofibromatosis type 3	http://www.orpha.net/ORDO/Orphanet_93921	0.426555721	perineurioma	http://purl.obolibrary.org/obo/MONDO_0019404	0.420194698	Zak Thornton	Marina Vabistsevits							
Teratocarcinoma-derived growth factor 1	teratocarcinoma-derived growth factor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0008297	0.800719847	ovarian teratoma	http://www.ebi.ac.uk/efo/EFO_0006463	0.508034774	hepatocyte growth factor	http://www.ebi.ac.uk/efo/EFO_0003303	0.503915965	Samuel Neaves	Rebecca Carnegie							
Thrombopoietin Receptor	thrombopoietin	http://www.ebi.ac.uk/efo/EFO_0003236	0.857098811	erythropoietin	http://www.ebi.ac.uk/efo/EFO_0003233	0.521451952	angiopoietin-1 receptor measurement	http://www.ebi.ac.uk/efo/EFO_0010600	0.515734788	Samuel Neaves	Rebecca Carnegie							
Thrombospondin-1	thrombospondin-2 measurement	http://www.ebi.ac.uk/efo/EFO_0008299	0.68187289	thrombotic disease	http://purl.obolibrary.org/obo/MONDO_0000831	0.676269376	Arterial thrombosis	http://purl.obolibrary.org/obo/HP_0004420	0.532579895	Ryan Langdon	Maria Sobczyk-Barad							
Thyroglobulin	thyroglobulin measurement	http://www.ebi.ac.uk/efo/EFO_0010050	0.807725502	anti-thyroglobulin antibody measurement	http://www.ebi.ac.uk/efo/EFO_0009896	0.637032928	macroglobulinemia	http://www.ebi.ac.uk/efo/EFO_0002616	0.604405337	Benjamin Woolf	Giulio Centorame							
Time to complete round	complete hydatidiform mole	http://purl.obolibrary.org/obo/MONDO_0016785	0.500778987	time	http://www.ebi.ac.uk/efo/EFO_0000721	0.478514887	Achromatopsia	http://www.orpha.net/ORDO/Orphanet_49382	0.477582212	everyone	NA							
Tissue factor pathway inhibitor 2	tissue factor pathway inhibitor measurement	http://www.ebi.ac.uk/efo/EFO_0007968	0.906847952	CCL23 measurement	http://www.ebi.ac.uk/efo/EFO_0009417	0.505320088	leukemia inhibitory factor receptor measurement	http://www.ebi.ac.uk/efo/EFO_0010788	0.498602291	Benjamin Woolf	Giulio Centorame							
Tobacco smoking: Ex-smoker	nicotine dependence	http://www.ebi.ac.uk/efo/EFO_0003768	0.862938524	smoking behavior	http://www.ebi.ac.uk/efo/EFO_0004318	0.687566381	tobacco smoke exposure measurement	http://www.ebi.ac.uk/efo/EFO_0009115	0.612381782	Benjamin Woolf	Giulio Centorame							
Toxic effects of substances chiefly nonmedicinal as to source	heavy metal poisoning	http://www.ebi.ac.uk/efo/EFO_1001518	0.346640753	ciguatera poisoning	http://www.ebi.ac.uk/efo/EFO_1001291	0.31435083	substance dependence	http://purl.obolibrary.org/obo/MONDO_0004938	0.282163825	Samuel Neaves	Rebecca Carnegie							
Transmembrane protein 132D	transmembrane glycoprotein NMB measurement	http://www.ebi.ac.uk/efo/EFO_0008303	0.563405502	Riboflavin transporter deficiency	http://www.orpha.net/ORDO/Orphanet_97229	0.481328532	Mitochondrial membrane transport disorder	http://www.orpha.net/ORDO/Orphanet_254827	0.391301612	Ryan Langdon	Maria Sobczyk-Barad							
Treatment speciality of consultant (recoded): Cardiology	consultant	http://www.ebi.ac.uk/efo/EFO_0001732	0.483771577	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.428989474	Abnormal cardiovascular system physiology	http://purl.obolibrary.org/obo/HP_0011025	0.414226811	Ryan Langdon	Maria Sobczyk-Barad							
Treatment speciality of consultant (recoded): Medical oncology	consultant	http://www.ebi.ac.uk/efo/EFO_0001732	0.463983259	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.411441977	clinical treatment	http://www.ebi.ac.uk/efo/EFO_0007056	0.383367057	Zak Thornton	Marina Vabistsevits							
Treatment/medication code: adalat 5mg capsule	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.395169058	clinical treatment	http://www.ebi.ac.uk/efo/EFO_0007056	0.330422247	clinical treatment protocol	http://www.ebi.ac.uk/efo/EFO_0000355	0.330422247	Ryan Langdon	Maria Sobczyk-Barad							
Treatment/medication code: alfuzosin	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.433661087	clinical treatment	http://www.ebi.ac.uk/efo/EFO_0007056	0.362607517	clinical treatment protocol	http://www.ebi.ac.uk/efo/EFO_0000355	0.362607517	Ryan Langdon	Maria Sobczyk-Barad							
